A1,A2,A3,A4,A5,B,composition,Pred_Phase_p06
Mg,Cu,Ag,Fe,Zn,Cr,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Cr2O4,0
Mg,Cu,Ag,Fe,Zn,Cu,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Cu2O4,0
Mg,Cu,Ag,Fe,Zn,Fe,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Fe2O4,1
Mg,Cu,Ag,Fe,Zn,V,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2V2O4,1
Mg,Cu,Ag,Fe,Zn,Ga,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ga2O4,1
Mg,Cu,Ag,Fe,Zn,In,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2In2O4,1
Mg,Cu,Ag,Fe,Zn,Mn,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Mn2O4,0
Mg,Cu,Ag,Fe,Zn,Mo,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Mo2O4,0
Mg,Cu,Ag,Fe,Zn,N,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2N2O4,0
Mg,Cu,Ag,Fe,Zn,Nb,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Nb2O4,0
Mg,Cu,Ag,Fe,Zn,Ni,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ni2O4,0
Mg,Cu,Ag,Fe,Zn,Ru,Mg0.2Cu0.2Ag0.2Fe0.2Zn0.2Ru2O4,1
Mg,Cu,Ag,Ni,Co,Ag,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ag2O4,1
Mg,Cu,Ag,Ni,Co,Al,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Al2O4,1
Mg,Cu,Ag,Ni,Co,B,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2B2O4,0
Mg,Cu,Ag,Ni,Co,Bi,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Bi2O4,1
Mg,Cu,Ag,Ni,Co,Ti,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ti2O4,1
Mg,Cu,Ag,Ni,Co,Co,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Co2O4,0
Mg,Cu,Ag,Ni,Co,Cr,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Cr2O4,0
Mg,Cu,Ag,Ni,Co,Cu,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Cu2O4,0
Mg,Cu,Ag,Ni,Co,Fe,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Fe2O4,0
Mg,Cu,Ag,Ni,Co,V,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2V2O4,0
Mg,Cu,Ag,Ni,Co,Ga,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ga2O4,1
Mg,Cu,Ag,Ni,Co,In,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2In2O4,1
Mg,Cu,Ag,Ni,Co,Mn,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Mn2O4,0
Mg,Cu,Ag,Ni,Co,Mo,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Mo2O4,0
Mg,Cu,Ag,Ni,Co,N,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2N2O4,0
Mg,Cu,Ag,Ni,Co,Nb,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Nb2O4,0
Mg,Cu,Ag,Ni,Co,Ni,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ni2O4,0
Mg,Cu,Ag,Ni,Co,Ru,Mg0.2Cu0.2Ag0.2Ni0.2Co0.2Ru2O4,1
Mg,Cu,Ag,Ni,Zn,Ag,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ag2O4,1
Mg,Cu,Ag,Ni,Zn,Al,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Al2O4,1
Mg,Cu,Ag,Ni,Zn,B,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2B2O4,0
Mg,Cu,Ag,Ni,Zn,Bi,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Bi2O4,1
Mg,Cu,Ag,Ni,Zn,Ti,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ti2O4,1
Mg,Cu,Ag,Ni,Zn,Co,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Co2O4,1
Mg,Cu,Ag,Ni,Zn,Cr,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Cr2O4,0
Mg,Cu,Ag,Ni,Zn,Cu,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Cu2O4,0
Mg,Cu,Ag,Ni,Zn,Fe,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Fe2O4,1
Mg,Cu,Ag,Ni,Zn,V,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2V2O4,1
Mg,Cu,Ag,Ni,Zn,Ga,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ga2O4,1
Mg,Cu,Ag,Ni,Zn,In,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2In2O4,1
Mg,Cu,Ag,Ni,Zn,Mn,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Mn2O4,0
Mg,Cu,Ag,Ni,Zn,Mo,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Mo2O4,0
Mg,Cu,Ag,Ni,Zn,N,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2N2O4,0
Mg,Cu,Ag,Ni,Zn,Nb,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Nb2O4,0
Mg,Cu,Ag,Ni,Zn,Ni,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ni2O4,0
Mg,Cu,Ag,Ni,Zn,Ru,Mg0.2Cu0.2Ag0.2Ni0.2Zn0.2Ru2O4,1
Mg,Cu,Ag,Co,Zn,Ag,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ag2O4,1
Mg,Cu,Ag,Co,Zn,Al,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Al2O4,1
Mg,Cu,Ag,Co,Zn,B,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2B2O4,0
Mg,Cu,Ag,Co,Zn,Bi,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Bi2O4,1
Mg,Cu,Ag,Co,Zn,Ti,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ti2O4,1
Mg,Cu,Ag,Co,Zn,Co,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Co2O4,1
Mg,Cu,Ag,Co,Zn,Cr,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Cr2O4,0
Mg,Cu,Ag,Co,Zn,Cu,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Cu2O4,0
Mg,Cu,Ag,Co,Zn,Fe,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Fe2O4,1
Mg,Cu,Ag,Co,Zn,V,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2V2O4,1
Mg,Cu,Ag,Co,Zn,Ga,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ga2O4,1
Mg,Cu,Ag,Co,Zn,In,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2In2O4,1
Mg,Cu,Ag,Co,Zn,Mn,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Mn2O4,0
Mg,Cu,Ag,Co,Zn,Mo,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Mo2O4,0
Mg,Cu,Ag,Co,Zn,N,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2N2O4,0
Mg,Cu,Ag,Co,Zn,Nb,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Nb2O4,1
Mg,Cu,Ag,Co,Zn,Ni,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ni2O4,0
Mg,Cu,Ag,Co,Zn,Ru,Mg0.2Cu0.2Ag0.2Co0.2Zn0.2Ru2O4,1
Mg,Cu,Fe,Ni,Co,Ag,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Ag2O4,1
Mg,Cu,Fe,Ni,Co,Al,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Al2O4,1
Mg,Cu,Fe,Ni,Co,B,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2B2O4,0
Mg,Cu,Fe,Ni,Co,Bi,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Bi2O4,1
Mg,Cu,Fe,Ni,Co,Ti,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Ti2O4,1
Mg,Cu,Fe,Ni,Co,Co,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Co2O4,1
Mg,Cu,Fe,Ni,Co,Cr,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Cr2O4,0
Mg,Cu,Fe,Ni,Co,Cu,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Cu2O4,0
Mg,Cu,Fe,Ni,Co,Fe,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Fe2O4,1
Mg,Cu,Fe,Ni,Co,V,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2V2O4,1
Mg,Cu,Fe,Ni,Co,Ga,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Ga2O4,1
Mg,Cu,Fe,Ni,Co,In,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2In2O4,1
Mg,Cu,Fe,Ni,Co,Mn,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Mn2O4,1
Mg,Cu,Fe,Ni,Co,Mo,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Mo2O4,1
Mg,Cu,Fe,Ni,Co,N,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2N2O4,0
Mg,Cu,Fe,Ni,Co,Nb,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Nb2O4,1
Mg,Cu,Fe,Ni,Co,Ni,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Ni2O4,0
Mg,Cu,Fe,Ni,Co,Ru,Mg0.2Cu0.2Fe0.2Ni0.2Co0.2Ru2O4,1
Mg,Cu,Fe,Ni,Zn,Ag,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Ag2O4,1
Mg,Cu,Fe,Ni,Zn,Al,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Al2O4,1
Mg,Cu,Fe,Ni,Zn,B,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2B2O4,0
Mg,Cu,Fe,Ni,Zn,Bi,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Bi2O4,1
Mg,Cu,Fe,Ni,Zn,Ti,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Ti2O4,1
Mg,Cu,Fe,Ni,Zn,Co,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Co2O4,1
Mg,Cu,Fe,Ni,Zn,Cr,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Cr2O4,0
Mg,Cu,Fe,Ni,Zn,Cu,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Cu2O4,0
Mg,Cu,Fe,Ni,Zn,Fe,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Fe2O4,1
Mg,Cu,Fe,Ni,Zn,V,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2V2O4,1
Mg,Cu,Fe,Ni,Zn,Ga,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Ga2O4,1
Mg,Cu,Fe,Ni,Zn,In,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2In2O4,1
Mg,Cu,Fe,Ni,Zn,Mn,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Mn2O4,1
Mg,Cu,Fe,Ni,Zn,Mo,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Mo2O4,1
Mg,Cu,Fe,Ni,Zn,N,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2N2O4,0
Mg,Cu,Fe,Ni,Zn,Nb,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Nb2O4,1
Mg,Cu,Fe,Ni,Zn,Ni,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Ni2O4,0
Mg,Cu,Fe,Ni,Zn,Ru,Mg0.2Cu0.2Fe0.2Ni0.2Zn0.2Ru2O4,1
Mg,Cu,Fe,Co,Zn,Ag,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Ag2O4,1
Mg,Cu,Fe,Co,Zn,Al,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Al2O4,1
Mg,Cu,Fe,Co,Zn,B,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2B2O4,0
Mg,Cu,Fe,Co,Zn,Bi,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Bi2O4,1
Mg,Cu,Fe,Co,Zn,Ti,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Ti2O4,1
Mg,Cu,Fe,Co,Zn,Co,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Co2O4,1
Mg,Cu,Fe,Co,Zn,Cr,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Cr2O4,0
Mg,Cu,Fe,Co,Zn,Cu,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Cu2O4,0
Mg,Cu,Fe,Co,Zn,Fe,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Fe2O4,1
Mg,Cu,Fe,Co,Zn,V,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2V2O4,1
Mg,Cu,Fe,Co,Zn,Ga,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Ga2O4,1
Mg,Cu,Fe,Co,Zn,In,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2In2O4,1
Mg,Cu,Fe,Co,Zn,Mn,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Mn2O4,1
Mg,Cu,Fe,Co,Zn,Mo,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Mo2O4,1
Mg,Cu,Fe,Co,Zn,N,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2N2O4,0
Mg,Cu,Fe,Co,Zn,Nb,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Nb2O4,1
Mg,Cu,Fe,Co,Zn,Ni,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Ni2O4,0
Mg,Cu,Fe,Co,Zn,Ru,Mg0.2Cu0.2Fe0.2Co0.2Zn0.2Ru2O4,1
Mg,Cu,Ni,Co,Zn,Ag,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Ag2O4,1
Mg,Cu,Ni,Co,Zn,Al,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Al2O4,1
Mg,Cu,Ni,Co,Zn,B,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2B2O4,1
Mg,Cu,Ni,Co,Zn,Bi,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Bi2O4,1
Mg,Cu,Ni,Co,Zn,Ti,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Ti2O4,1
Mg,Cu,Ni,Co,Zn,Co,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Co2O4,1
Mg,Cu,Ni,Co,Zn,Cr,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Cr2O4,1
Mg,Cu,Ni,Co,Zn,Cu,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Cu2O4,0
Mg,Cu,Ni,Co,Zn,Fe,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Fe2O4,1
Mg,Cu,Ni,Co,Zn,V,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2V2O4,1
Mg,Cu,Ni,Co,Zn,Ga,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Ga2O4,1
Mg,Cu,Ni,Co,Zn,In,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2In2O4,1
Mg,Cu,Ni,Co,Zn,Mn,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Mn2O4,1
Mg,Cu,Ni,Co,Zn,Mo,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Mo2O4,1
Mg,Cu,Ni,Co,Zn,N,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2N2O4,0
Mg,Cu,Ni,Co,Zn,Nb,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Nb2O4,1
Mg,Cu,Ni,Co,Zn,Ni,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Ni2O4,0
Mg,Cu,Ni,Co,Zn,Ru,Mg0.2Cu0.2Ni0.2Co0.2Zn0.2Ru2O4,1
Mg,Ag,Fe,Ni,Co,Ag,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Ag2O4,1
Mg,Ag,Fe,Ni,Co,Al,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Al2O4,1
Mg,Ag,Fe,Ni,Co,B,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2B2O4,0
Mg,Ag,Fe,Ni,Co,Bi,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Bi2O4,1
Mg,Ag,Fe,Ni,Co,Ti,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Ti2O4,1
Mg,Ag,Fe,Ni,Co,Co,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Co2O4,1
Mg,Ag,Fe,Ni,Co,Cr,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Cr2O4,0
Mg,Ag,Fe,Ni,Co,Cu,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Cu2O4,0
Mg,Ag,Fe,Ni,Co,Fe,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Fe2O4,1
Mg,Ag,Fe,Ni,Co,V,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2V2O4,0
Mg,Ag,Fe,Ni,Co,Ga,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Ga2O4,1
Mg,Ag,Fe,Ni,Co,In,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2In2O4,1
Mg,Ag,Fe,Ni,Co,Mn,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Mn2O4,0
Mg,Ag,Fe,Ni,Co,Mo,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Mo2O4,0
Mg,Ag,Fe,Ni,Co,N,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2N2O4,0
Mg,Ag,Fe,Ni,Co,Nb,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Nb2O4,0
Mg,Ag,Fe,Ni,Co,Ni,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Ni2O4,0
Mg,Ag,Fe,Ni,Co,Ru,Mg0.2Ag0.2Fe0.2Ni0.2Co0.2Ru2O4,1
Mg,Ag,Fe,Ni,Zn,Ag,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Ag2O4,1
Mg,Ag,Fe,Ni,Zn,Al,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Al2O4,1
Mg,Ag,Fe,Ni,Zn,B,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2B2O4,0
Mg,Ag,Fe,Ni,Zn,Bi,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Bi2O4,1
Mg,Ag,Fe,Ni,Zn,Ti,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Ti2O4,1
Mg,Ag,Fe,Ni,Zn,Co,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Co2O4,1
Mg,Ag,Fe,Ni,Zn,Cr,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Cr2O4,0
Mg,Ag,Fe,Ni,Zn,Cu,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Cu2O4,0
Mg,Ag,Fe,Ni,Zn,Fe,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Fe2O4,1
Mg,Ag,Fe,Ni,Zn,V,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2V2O4,1
Mg,Ag,Fe,Ni,Zn,Ga,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Ga2O4,1
Mg,Ag,Fe,Ni,Zn,In,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2In2O4,1
Mg,Ag,Fe,Ni,Zn,Mn,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Mn2O4,0
Mg,Ag,Fe,Ni,Zn,Mo,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Mo2O4,0
Mg,Ag,Fe,Ni,Zn,N,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2N2O4,0
Mg,Ag,Fe,Ni,Zn,Nb,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Nb2O4,0
Mg,Ag,Fe,Ni,Zn,Ni,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Ni2O4,0
Mg,Ag,Fe,Ni,Zn,Ru,Mg0.2Ag0.2Fe0.2Ni0.2Zn0.2Ru2O4,1
Mg,Ag,Fe,Co,Zn,Ag,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Ag2O4,1
Mg,Ag,Fe,Co,Zn,Al,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Al2O4,1
Mg,Ag,Fe,Co,Zn,B,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2B2O4,0
Mg,Ag,Fe,Co,Zn,Bi,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Bi2O4,1
Mg,Ag,Fe,Co,Zn,Ti,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Ti2O4,1
Mg,Ag,Fe,Co,Zn,Co,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Co2O4,1
Mg,Ag,Fe,Co,Zn,Cr,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Cr2O4,0
Mg,Ag,Fe,Co,Zn,Cu,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Cu2O4,0
Mg,Ag,Fe,Co,Zn,Fe,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Fe2O4,1
Mg,Ag,Fe,Co,Zn,V,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2V2O4,1
Mg,Ag,Fe,Co,Zn,Ga,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Ga2O4,1
Mg,Ag,Fe,Co,Zn,In,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2In2O4,1
Mg,Ag,Fe,Co,Zn,Mn,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Mn2O4,1
Mg,Ag,Fe,Co,Zn,Mo,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Mo2O4,0
Mg,Ag,Fe,Co,Zn,N,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2N2O4,0
Mg,Ag,Fe,Co,Zn,Nb,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Nb2O4,0
Mg,Ag,Fe,Co,Zn,Ni,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Ni2O4,0
Mg,Ag,Fe,Co,Zn,Ru,Mg0.2Ag0.2Fe0.2Co0.2Zn0.2Ru2O4,1
Mg,Ag,Ni,Co,Zn,Ag,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Ag2O4,1
Mg,Ag,Ni,Co,Zn,Al,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Al2O4,1
Mg,Ag,Ni,Co,Zn,B,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2B2O4,0
Mg,Ag,Ni,Co,Zn,Bi,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Bi2O4,1
Mg,Ag,Ni,Co,Zn,Ti,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Ti2O4,1
Mg,Ag,Ni,Co,Zn,Co,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Co2O4,1
Mg,Ag,Ni,Co,Zn,Cr,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Cr2O4,0
Mg,Ag,Ni,Co,Zn,Cu,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Cu2O4,0
Mg,Ag,Ni,Co,Zn,Fe,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2Fe2O4,1
Mg,Ag,Ni,Co,Zn,V,Mg0.2Ag0.2Ni0.2Co0.2Zn0.2V2O4,1
